Tweet Content,Date,User,Source,Tweet ID,Tweet URL
"Pres Trump Q&A: When virus passes ""I hope we'll be sitting next to each other."" When see demonstrations vs shutdown, ""never have seen so many American flags.""  #Trump #coronavirus @anthonymace",2020-04-19 23:48:22,MaceNewsMacro,Twitter Web App,1252021250567933954,https://twitter.com/statuses/1252021250567933954
The latest DRJ Digest. https://t.co/rKy8lF3etM Thanks to @AssuranceBCM #covid19 #coronavirus,2020-04-19 23:48:20,drjournal,Paper.li,1252021244565901322,https://twitter.com/statuses/1252021244565901322
"Asked why his briefings have a positive tone given the loss of life to #coronavirus, @POTUS Trump-  ""You're CNN, you're fake news... You don't have the brains you were born with. You should be praising the people that have done a good job.""",2020-04-19 23:48:18,9Joe9,Twitter Web App,1252021234738618370,https://twitter.com/statuses/1252021234738618370
Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/uhimz9vQpv,2020-04-19 23:48:16,VotenoBansharia,Twitter for iPhone,1252021227062849536,https://twitter.com/statuses/1252021227062849536
"Yeah, no doubt it's hard to sell @realdonaldtrump's pitiful #Coronavirus #PandemicResponse. Trump campaign concludes there is more to be gained by attacking Biden than trying to promote president’s pandemic response https://t.co/rXOHvMnBKO",2020-04-19 23:48:15,barryspoints,Twitter Web Client,1252021221308411905,https://twitter.com/statuses/1252021221308411905
The CIA does this format of protest in other countriesto over throw there governments crazy 45 has our cia doing that in our own country #Coronavirus,2020-04-19 23:48:14,Jjclovela,Twitter for iPhone,1252021219739623424,https://twitter.com/statuses/1252021219739623424
"Stop stigmatizing  COVID-19 is not a death sentence - @NAkufoAddo to Ghanaians

#CitiNewsroom #Coronavirus https://t.co/BHAPF4RfiE",2020-04-19 23:48:13,BagyaNurudeen,Twitter for Android,1252021212940828682,https://twitter.com/statuses/1252021212940828682
Go trump go. I love listening to these lame a** reporters trying to bash you while they do nothing but spread hate. 4 more years baby!!!! #Coronavirus,2020-04-19 23:48:09,BYoung17686699,Twitter for Android,1252021197270929410,https://twitter.com/statuses/1252021197270929410
Geez! Who are these jokers asking Trump questions right now in the #coronavirus press conference??,2020-04-19 23:48:09,GMenGlenn,Twitter for iPhone,1252021195433598976,https://twitter.com/statuses/1252021195433598976
VP NigelFenwick reviews the lessons that can be learned from the global efforts to make and ship new #ventilators: https://t.co/c4aRZM9nxh #coronavirus https://t.co/Ss2CBEe4OO,2020-04-19 23:48:05,FX_LARROCHE,IFTTT,1252021179159805952,https://twitter.com/statuses/1252021179159805952
"In the future when a government official says there's not enough $ for this or that, everyone should rightly burst out laughing. #PrintingCash #Coronavirus",2020-04-19 23:48:02,LeeJayCraig,Twitter for iPhone,1252021169882087428,https://twitter.com/statuses/1252021169882087428
"@NYCMayor Snitches get stitches 

#coronavirus 
#GetBackToWork",2020-04-19 23:48:02,Bogeyking1241,Twitter for iPhone,1252021168137216001,https://twitter.com/statuses/1252021168137216001
"Anderson Cooper: ""It's sort of ironic that all of the sudden undocumented immigrants are now considered essential in the United States to feed the rest of us."" #60Minutes #coronavirus 

https://t.co/uHqyKBnlZH",2020-04-19 23:47:59,franklin19788,Twitter for Android,1252021153633312788,https://twitter.com/statuses/1252021153633312788
"#Coronavirus update: Houses of worship, especially ones that rely on donations, are facing difficult decisions regarding their employees. @LisaRoznerTV reports https://t.co/R4ZDb7lLUa",2020-04-19 23:47:57,CBSNewYork,SocialNewsDesk,1252021147941711878,https://twitter.com/statuses/1252021147941711878
"Wow. Reporter brings up the Nazi flag hoax. Which was taken at a Bernie Sanders rally, not a #coronavirus protest (though it was presented as such).",2020-04-19 23:47:41,Ryan_Milliron,Twitter Web App,1252021080161759233,https://twitter.com/statuses/1252021080161759233
Seriously don't understand why they even let CNN in the press briefings..questions and reporting beyond stupid. #Coronavirus,2020-04-19 23:47:33,Macfan5H,Twitter for Android,1252021044367560708,https://twitter.com/statuses/1252021044367560708
"The surgical mask era has been a boon to the crips at the expense of the bloods.

#coronavirus",2020-04-19 23:47:31,Mr1nteresting,Twitter for Android,1252021039359356928,https://twitter.com/statuses/1252021039359356928
"40,131 U.S. tRump-assisted #Coronavirus deaths. Thanks @realDonaldTrump. #losing",2020-04-19 23:47:31,TaraCoyt,Twitter for iPhone,1252021038705184775,https://twitter.com/statuses/1252021038705184775
"Monterey County has a new COVID-19 death, increasing the total to four. 2,343 tests have been conducted, with a total of 141 cases. #coronavirus https://t.co/WzCwL5W3xK",2020-04-19 23:47:30,WrightScribe,Twitter for iPhone,1252021034259079169,https://twitter.com/statuses/1252021034259079169
How to use artificial intelligence to invest in the pandemic economy making $1 billion dollars $QQQ $GILD $DIA $SPY #coronavirus https://t.co/sFxOL2bCtU https://t.co/ubR3RrvO0B,2020-04-19 23:47:30,vieiraUAE,Twitter Web App,1252021033340751872,https://twitter.com/statuses/1252021033340751872
"Na das sind aber gute Neuigkeiten, gut gemacht Ángela Merkel!
There has to be a day of reckoning!
China must be held responsible for all the damage and losses of lives they've caused!

Nada se queda sin pagar!
#COVIDー19
#coronavirus
https://t.co/sHSuTtsQZB",2020-04-19 23:47:29,Claudia39115363,Twitter for Android,1252021029410570242,https://twitter.com/statuses/1252021029410570242
Pelosi's district before #coronavirus https://t.co/2zCG3qNPIR,2020-04-19 23:47:28,NCdeplorables,Twitter Web App,1252021025937784838,https://twitter.com/statuses/1252021025937784838
"In the last hour, it is estimated that 25 people tweeted that they have been laid off.
#CoronaVirus #COVID19",2020-04-19 23:47:24,layoffbot,Laramie weather bot,1252021009911287808,https://twitter.com/statuses/1252021009911287808
More than a thousand people gathered today in #Olympia at the Capitol building to protest the Governor's stay-at-home orders to slow #coronavirus. For @reuterspictures https://t.co/pOKzSGjOer,2020-04-19 23:47:16,lindseywasson,Twitter Web App,1252020973768859648,https://twitter.com/statuses/1252020973768859648
"Humanity needs leadership & solidarity to defeat #coronavirus
Together we can achieve & overcome anything.
United we will defeat the virus that threatens our very way of life.
Leadership to win this battle is with each of us, together we will lead the charge #StayAtHomeSaveLives",2020-04-19 23:47:13,disruptordavies,Twitter Web App,1252020962943533056,https://twitter.com/statuses/1252020962943533056
"#coronavirus The Future - and New Normal
Probably in a small minority, but no interest in having #sports back in a watered-down version (scheduling, no fans, format, etc) just for the sake of having them back.",2020-04-19 23:47:11,Baygold2,Twitter Web App,1252020952461910017,https://twitter.com/statuses/1252020952461910017
"Obama/Biden
H1N1
Duration: 496 Days
Total Fatalities: 12,469

Trump/Pence/GOP
COVID-19*
Duration: 52 Days
Total Fatalities: 40,591

* - ignored report provided by National Center for Medical Intelligence in Nov. 2019.

#coronavirus",2020-04-19 23:47:09,NorsemanActual,Twitter for Android,1252020945134292993,https://twitter.com/statuses/1252020945134292993
"I've compared the testing swab for #coronavirus to a Q-tip, too. The thing is... I'm not the president.",2020-04-19 23:47:08,StopMotionsolo,Twitter Web App,1252020940461965315,https://twitter.com/statuses/1252020940461965315
Tiki torcher people great people tooooo fcken piece of sht I don’t want to be next to you or any of those piece of sht people the have nazi flags  #Coronavirus,2020-04-19 23:47:06,Jjclovela,Twitter for iPhone,1252020934627610626,https://twitter.com/statuses/1252020934627610626
Trump completely glossing over question about Protesters and death threats to governors #Coronavirus,2020-04-19 23:47:06,margo27015120,Twitter for iPhone,1252020934225133571,https://twitter.com/statuses/1252020934225133571
"Yup. But there's this thing called Congress, and every member who'd fail to overide is also complicit. #coronavirus https://t.co/kJ1LjS4qVj",2020-04-19 23:47:04,disaster_lawyer,Twitter for Android,1252020926641778690,https://twitter.com/statuses/1252020926641778690
"To all the inventors, scientists, researchers working hard and racing against time to create a cure for #coronavirus.  This is your moment and we are all rooting for you. You rock! #Covid19gone",2020-04-19 23:47:04,schabria1,Twitter for iPhone,1252020925660303362,https://twitter.com/statuses/1252020925660303362
@TeaPainUSA Trump is too busy with #CoronaVirus to pardon him! Now trump’s talking about people washing their hands ad nauseam! He’s killing us!,2020-04-19 23:46:55,BarbaraMuchow,Twitter for iPad,1252020885155770368,https://twitter.com/statuses/1252020885155770368
"#torontorealestate #coronavirus Oil is at $US17.12, half what it was when I got my drivers license, and https://t.co/VTPUP0ZKAF shows an 86% decline in year over year sold homes in Toronto",2020-04-19 23:46:52,Harald_Ujc,Twitter Web App,1252020873378357248,https://twitter.com/statuses/1252020873378357248
@whpresscorps walk out on this liar who demeans you all daily.  I’m sick of y’all allowing him to bully you in such a nasty way. You’ll be heroes. #Coronavirus,2020-04-19 23:46:43,laringo,Twitter for iPhone,1252020838347313152,https://twitter.com/statuses/1252020838347313152
"Can someone bitch slap that reporter from CNN, these journalists are just their to bait OUR PRESIDENT, great job Mr Presidents #Coronavirus",2020-04-19 23:46:42,PJTRAVIS1,Twitter for Android,1252020831804436480,https://twitter.com/statuses/1252020831804436480
These so called reporters are disgusting and should be ashamed. What happened to actually reporting facts....#coronavirus #COVIDー19,2020-04-19 23:46:39,brandonmillz07,Twitter for Android,1252020819917778944,https://twitter.com/statuses/1252020819917778944
"If you want a mask to protect yourself from #coronavirus there are options that are just as good or better than N95.

KN95 Respirators

Reusable Half Mask Respirators

Full Face Respirators

Filter Cartridges:

N95
P95
R95

N99
P99
R99

N100
P100
R100",2020-04-19 23:46:39,GraymanMike,Twitter Web App,1252020818709745668,https://twitter.com/statuses/1252020818709745668
"Spotted in Cameron Park during our evening walk. From the home of the ever inspiring, longtime neighbor and cherished friend @mrhanbury. #coronavirus #COVID19 https://t.co/KcAinEYUnR",2020-04-19 23:46:37,kozmaproc,Twitter for Android,1252020809947897862,https://twitter.com/statuses/1252020809947897862
"Nigerians are yet to believe the #coronavirus exist until they see the increase rate reads #549009

Please Nigerian, let's stay at home and maintain social distancing. Retweet as a word is enough for the wise.

Thanks @NCDCgov for accurate report",2020-04-19 23:46:35,naijakoko,Twitter Web App,1252020800993058816,https://twitter.com/statuses/1252020800993058816
Those protesters were not 6 ft apart  #Coronavirus,2020-04-19 23:46:29,Audiopunk_21,Twitter for iPhone,1252020779400585216,https://twitter.com/statuses/1252020779400585216
@dwaynebenji preaching to the choir. no one who thinks #coronavirus is a hoax is gonna be checking out the #60Minutes hashtag.,2020-04-19 23:46:29,aliciaatlarge,Twitter for iPad,1252020778046050305,https://twitter.com/statuses/1252020778046050305
@GeraldoRivera Geraldo.. these right wing protesters are gonna cause a 2nd surge of #coronavirus ..,2020-04-19 23:46:28,ReubenArizona,Twitter for Android,1252020774962991105,https://twitter.com/statuses/1252020774962991105
"Yeah, these little press conferences w/ Lil’ Crazy “we know who” just need to 🛑 #Coronavirus",2020-04-19 23:46:26,Dorothy13845772,Twitter for iPhone,1252020766503297027,https://twitter.com/statuses/1252020766503297027
"@prodnose I first raised this days before game. I believe Govt want Cheltenham focus bcos hides Liverpool vs Atletico game with 3k their Fans. Madrid had already closed schools & Lower Parliament due to #coronavirus, PLUS was decided from 10/3 all La Liga games played behind closed doors.",2020-04-19 23:46:25,50sEKBOY,Twitter for Android,1252020763030364161,https://twitter.com/statuses/1252020763030364161
@dwaynebenji Just wondering how much fear of Covid-19 has to do with the unprecedented way of handling those bodies of individuals who died of  #coronavirus.,2020-04-19 23:46:24,Bardbin,Twitter for Android,1252020756080283649,https://twitter.com/statuses/1252020756080283649
"C.D.C. Labs Were Contaminated, Delaying #Coronavirus Testing, Officials Say. Fallout from the agency’s failed rollout of national coronavirus kits two months ago continues to haunt U.S. efforts to combat the spread of the highly infectious virus. #COVID19 https://t.co/93l6GMtCB9",2020-04-19 23:46:19,Transplant_Doc,Twitter Web App,1252020734534340609,https://twitter.com/statuses/1252020734534340609
@DrDenaGrayson Don’t Forget the care homes deaths. Please please count them. Data manipulation at its finest in our darkest days. UK and Boris Johnson are due to answer the same questions. Don’t insult the victims of this scandal. #coronavirus #carehomes,2020-04-19 23:46:11,redcatrun,Twitter for iPhone,1252020701734686726,https://twitter.com/statuses/1252020701734686726
#Coronavirus if 45 says “ventilator” one more time during this press conference https://t.co/cepkTfe0d7,2020-04-19 23:46:11,LFieldsCruz,Twitter for iPhone,1252020701713727489,https://twitter.com/statuses/1252020701713727489
😷💔🇺🇸If we survive #coronavirus https://t.co/QuMSXysVwk,2020-04-19 23:46:08,esneet4113,Twitter for iPhone,1252020688204042242,https://twitter.com/statuses/1252020688204042242
I am tired of quarantined stars and CEO's trying to act like they're struggling like the rest of us. I bet their pantries are full and rents are paid. #coronavirus #wearenotallcreatedequal,2020-04-19 23:46:07,emeraldcity4me,Twitter Web App,1252020687168036865,https://twitter.com/statuses/1252020687168036865
"Pres Trump Q&A: ""People have really listened to instructions"" but ""you just don't have the sense to know what's going on,"" tells CNN reporter. Would say chains like Shake Shack should reopen, often owned by individual franchisees. #Trump #coronavirus @anthonymace",2020-04-19 23:46:06,MaceNewsMacro,Twitter Web App,1252020682478833664,https://twitter.com/statuses/1252020682478833664
We applaud your responce President Trump. #Coronavirus,2020-04-19 23:46:05,MrKjon,Twitter for Android,1252020677164642307,https://twitter.com/statuses/1252020677164642307
#coronavirus news https://t.co/NqC1x0DCFj,2020-04-19 23:45:52,gabymenta,Twitter for iPhone,1252020624198959104,https://twitter.com/statuses/1252020624198959104
"OK, a German newspaper send a 130Bn bill to Chinese Communist Party - I'm looking forward to governments of the world doing the same. Let's see the truth come out #coronavirus #covid19 https://t.co/B0zJ386Ug2",2020-04-19 23:45:49,craigturnbull_,Twitter Web App,1252020609535504386,https://twitter.com/statuses/1252020609535504386
Who'd have thought #coronavirus would bring Massachusetts and New York together? https://t.co/sZERNpyhkP #NorthEastWorkingGroup,2020-04-19 23:45:47,KristenFitzpat1,Twitter for Android,1252020603604930561,https://twitter.com/statuses/1252020603604930561
"#Coronavirus Obama & HRC had the worst media treatment ever. The media is trying to tell the truth but he insults them. Then he goes to Fox, the liar if all liars, and claims that it tells the truth. Chaos in his path. Very presidential...NOT!",2020-04-19 23:45:41,Bonnhere,Twitter for iPhone,1252020576610185216,https://twitter.com/statuses/1252020576610185216
Daily sht show continuing lies lies lies lies lies #Coronavirus,2020-04-19 23:45:39,Jjclovela,Twitter for iPhone,1252020569500835840,https://twitter.com/statuses/1252020569500835840
"I wonder what's it like to be attractive. Will the world take it easy on us?

#coronavirus https://t.co/YN4FpxzjH4",2020-04-19 23:45:34,memew_gulf,Twitter for Android,1252020548739031040,https://twitter.com/statuses/1252020548739031040
I need a job soooo badddddd FUCK THIS VIRUS! #coronavirus,2020-04-19 23:45:18,PJallinJackson,Twitter for iPhone,1252020478534975489,https://twitter.com/statuses/1252020478534975489
The battle for the Senate majority is tightening as the #coronavirus threatens to plunge the economy into a severe recession and as ⁦@realDonaldTrump’s⁩ handling of the crisis comes under increased scrutiny https://t.co/b7Iwddg2ZY,2020-04-19 23:45:14,Jeres_Rant,Twitter for iPhone,1252020462931939330,https://twitter.com/statuses/1252020462931939330
"#Trump fighting off the media right now, after 40K American people die from #Coronavirus",2020-04-19 23:45:10,Arnold__Simon,Twitter Web App,1252020445387374594,https://twitter.com/statuses/1252020445387374594
"Social distancing during #coronavirus outbreak can be tough to cope with if you have #anxiety.  To speak to an Anxiety UK Approved Therapist visit:
https://t.co/zlWmcd0Wxi https://t.co/UKBAz8HpEu",2020-04-19 23:45:08,AnxietyUK,Hootsuite Inc.,1252020438529605632,https://twitter.com/statuses/1252020438529605632
Does my employer need to reimburse me for my work from home expenses? California Employers’ Duties to Reimburse Employees Working From Home During the COVID-19 Pandemic https://t.co/8s3ujOUSQi @OgletreeDeakins #Coronavirus https://t.co/uTELcgIye1,2020-04-19 23:45:08,natlawreview,Hootsuite Inc.,1252020437946642432,https://twitter.com/statuses/1252020437946642432
"@IHME_UW When can social distancing be relaxed? Dates range between May 4 and early July, assuming the current level of social distancing is in place until infections reach below 1 per million, and containment strategies are implemented
#COVID19 #coronavirus",2020-04-19 23:45:07,Natsecuritynews,Twitter for iPhone,1252020432242307073,https://twitter.com/statuses/1252020432242307073
No one left for you to shoot  #Coronavirus,2020-04-19 23:45:04,championsmassag,Twitter for iPhone,1252020422612258825,https://twitter.com/statuses/1252020422612258825
"@Keyholder4u That might work if people didn't have a chance to read this:
https://t.co/Ov54845VcL
#coronavirus",2020-04-19 23:45:04,ScottCDunn,Twitter Web App,1252020420816932864,https://twitter.com/statuses/1252020420816932864
What it's like to be polyamorous during the coronavirus quarantine https://t.co/7MmqBHLB0U #Coronavirus #Polyamorous via @mashable,2020-04-19 23:45:03,SocialEspionage,Hootsuite Inc.,1252020419047161857,https://twitter.com/statuses/1252020419047161857
How Jordan's students are adapting to the #coronavirus pandemic' writes Victoria Silva https://t.co/qeoSDkybxX,2020-04-19 23:45:03,The_NewArab,Hootsuite Inc.,1252020418195709956,https://twitter.com/statuses/1252020418195709956
"Members of Congress made two proposals: one that would provide Americans 16 and older with a $2,000 monthly check for up to 12 months, and one that would cancel rent and mortgage payments through the duration of the #coronavirus emergency. 
https://t.co/hTnhbHXlgX",2020-04-19 23:45:03,WarrenDemocrat,Twitter for iPhone,1252020416517779456,https://twitter.com/statuses/1252020416517779456
He is loosing it today. Boy they got your number today @POTUS. Might be time to shut this one down.    #Coronavirus,2020-04-19 23:45:00,dr_squirt,Twitter for iPhone,1252020405411422209,https://twitter.com/statuses/1252020405411422209
"@Dr_CMGreer Moreover, how many customers are gonna show up? Regardless of what a governor says, I'm not risking #coronavirus just to get some Coldstone ice cream from the food court for old times sake",2020-04-19 23:45:00,DrJasonJohnson,Twitter for Android,1252020402949435399,https://twitter.com/statuses/1252020402949435399
Biggest lie ever  #Coronavirus,2020-04-19 23:44:54,keffberrystrien,Twitter for Android,1252020378156720129,https://twitter.com/statuses/1252020378156720129
"There were 5 cases of #coronavirus in the US on Jan 29th when @realDonaldTrump stopped travel from China. #CoronaVirusUpdate 
https://t.co/ZSMoWWi3g1",2020-04-19 23:44:49,The_Alien,Twitter Web App,1252020358808510466,https://twitter.com/statuses/1252020358808510466
NYC #HumanRights Task Force Will Combat #Coronavirus Harassment  https://t.co/ZpJO52Ac0z,2020-04-19 23:44:44,HumanRightsPath,Twitter Web Client,1252020337589583872,https://twitter.com/statuses/1252020337589583872
What a clown TRUMP is ..... #Coronavirus,2020-04-19 23:44:37,nigelll37,Twitter for iPhone,1252020308883771393,https://twitter.com/statuses/1252020308883771393
"#CoronaVirus update 
 
 Total Cases= 2,404,866 +117
 Total Deaths= 164,925 +6
 Total Recovered= 624,848 +131

 Active Cases: 1,615,093
 Closed Cases: 789,773
 
 Next update in 30 mins",2020-04-19 23:44:36,Moespi1,moespi2,1252020302827196423,https://twitter.com/statuses/1252020302827196423
"Omg!!! I’m so sick and tired of all these corporations and businesses making ads and commercials about the #coronavirus .even during a killer virus they have to make ads geared towards #COVID19 ,cars,insurance,food,all these stupid commercials go damn it! Just stop !! F+*k!",2020-04-19 23:44:33,JPogubila,Twitter for iPhone,1252020289510223873,https://twitter.com/statuses/1252020289510223873
Damn our president is a dumbass #Coronavirus,2020-04-19 23:44:28,arrivet,Twitter for iPhone,1252020268228390921,https://twitter.com/statuses/1252020268228390921
"1/2 I think this may well be my last ""tweet."" Thursday 16th April was the day my life changed. My mum died from #COVID19 I was privileged to be able to see her in hospital on her last day. Full Scrubs, mask and face shield. In case you wondered what #coronavirus does see part 2",2020-04-19 23:44:20,BillyGunn19,Twitter for Android,1252020235860918278,https://twitter.com/statuses/1252020235860918278
"Trump: “nothing’s about me”

Come on MAGA, at least acknowledge THIS is a lie.

#coronavirus #PressBriefing",2020-04-19 23:44:19,NemoMikeTys0n,Twitter for iPad,1252020231301562370,https://twitter.com/statuses/1252020231301562370
Omg he’s deranged  #Coronavirus,2020-04-19 23:44:15,fashion654,Twitter for iPhone,1252020217607225347,https://twitter.com/statuses/1252020217607225347
"Mr President, please STFU
#coronavirus #TrumpPressConference",2020-04-19 23:44:12,perfume_chick,Twitter for iPad,1252020201576714242,https://twitter.com/statuses/1252020201576714242
"Y’all wanna open up the country but don’t even have mass testing systems set in place or any type of disinfectant materials in stores, like that makes sense #COVIDIOTS #coronavirus",2020-04-19 23:44:11,ITSMONETARY,Twitter for iPhone,1252020199487930369,https://twitter.com/statuses/1252020199487930369
"I've just been informed that we have been dealing with #COVID19 or #CoronaVirus for 87 days!!! 

Bitch! Corona has been here for a whole ass work probation and our only defenses are scarves, masks, Lysol and soap??? https://t.co/3MjwO7eB7q",2020-04-19 23:44:10,DuxCali,Twitter for iPhone,1252020193150164992,https://twitter.com/statuses/1252020193150164992
"@MysterySolvent I am watching the #coronavirus press conference and the metastasized ego of Doctor Donald Kavorkian Trump just killed another 10,000 Americans by lying about and doing nothing about #TestingTestingTesting https://t.co/Zt2lsuq1aG",2020-04-19 23:44:08,greenspaceguy,Twitter Web App,1252020184937893896,https://twitter.com/statuses/1252020184937893896
"@joelockhart So Joe, what is suggestion to me, an essential worker, that can’t get groceries after work?  

#coronavirus #EssentialWorkers https://t.co/0CF2vnBioG",2020-04-19 23:44:07,Amarilexa,Twitter for iPad,1252020183167795201,https://twitter.com/statuses/1252020183167795201
#Coronavirus city of DORAL closed your trump hotel because is infested with bed bugs and rats,2020-04-19 23:44:07,cdmrtm,Twitter for iPhone,1252020181385297920,https://twitter.com/statuses/1252020181385297920
"Pres Trump Q&A: ""You are never going to treat me fairly,"" tells CNN reporter. More than 40,000 people dead could have been more than a million if had done nothing. #Trump #coronavirus @anthonymace",2020-04-19 23:44:05,MaceNewsMacro,Twitter Web App,1252020174649208834,https://twitter.com/statuses/1252020174649208834
"Once again Dr. Steve from @weirdmedicine breaks down the current state of the COVID-19 pandemic, taking a deep dive into the latest statistics, testing, vaccination updates and more. #COVID19 #coronavirus
https://t.co/2EOvkDa0R3",2020-04-19 23:44:05,thelaughbutton,Twitter Web App,1252020173244170241,https://twitter.com/statuses/1252020173244170241
"Broken down truck being the least of the owner's problems...   
#CoronaVirus by #GOP 
😄 https://t.co/G7DpFaGDjd",2020-04-19 23:44:04,Balkingpoints,Twitter Web Client,1252020168852557826,https://twitter.com/statuses/1252020168852557826
"Trump was asked about praising himself during his update. So he makes up BS about him praising others and then attacks the reporter. Same shit, different day. #IsItNovemberYet #Coronavirus https://t.co/tW2jsHVIft",2020-04-19 23:44:03,OldSchool_JoeyD,Twitter for iPhone,1252020163341410304,https://twitter.com/statuses/1252020163341410304
If I stop tweeting it’s because of the #coronavirus.... and you know what happens when you get it 😢,2020-04-19 23:44:02,fxnsizeee,Twitter for iPhone,1252020161118429186,https://twitter.com/statuses/1252020161118429186
Pathetic orange dumb fuck #Coronavirus,2020-04-19 23:43:57,Fan83Toronto,Twitter for Android,1252020141610721286,https://twitter.com/statuses/1252020141610721286
45 is equal to hitler so gets the treatment I would give that a$$hole #Coronavirus,2020-04-19 23:43:56,Jjclovela,Twitter for iPhone,1252020137269399552,https://twitter.com/statuses/1252020137269399552
"Through the #coronavirus, @realDonaldTrump can fully act on his inner Andrew Jackson. https://t.co/Ay5sjZ6i4G",2020-04-19 23:43:56,WonkPorn,Twitter for Android,1252020134199332870,https://twitter.com/statuses/1252020134199332870
"#Coronavirus Testing capacity must increase by at least 3X t0 500,000 daily before we consider ""reopening economy"" 
@CNN #CNN https://t.co/V6SkyvH7Ch",2020-04-19 23:43:55,drmikeny,Twitter Web App,1252020133146562560,https://twitter.com/statuses/1252020133146562560
Yes way to go POTUS. They are brainless. But remember they can't help being stupid. #Coronavirus,2020-04-19 23:43:55,MrKjon,Twitter for Android,1252020132945289218,https://twitter.com/statuses/1252020132945289218
Bone spurs is at war... with the press... #Coronavirus,2020-04-19 23:43:55,KingBhive,Twitter for iPhone,1252020129879035904,https://twitter.com/statuses/1252020129879035904
Coronavirus: White House Task Force provides daily COVID-19 update #Coronavirus https://t.co/MbXT8JunvU,2020-04-19 23:43:52,TheNiceBrian,Twitter for iPhone,1252020119817064455,https://twitter.com/statuses/1252020119817064455
Trump is wiping the floor with the CNN mop #coronavirus Press conference!,2020-04-19 23:43:51,EdenSirius,Twitter for iPad,1252020114666459137,https://twitter.com/statuses/1252020114666459137
tRump now getting angry. The questions are now hurting his ego #coronavirus,2020-04-19 23:43:43,FutbolFan5,TweetDeck,1252020083074961410,https://twitter.com/statuses/1252020083074961410
"@richardosman Like the rest of the media Richard is bravely holding the public to account for attacking the Government.
#Coronavirus #WhereIsBoris",2020-04-19 23:43:41,hairysteve20,Twitter Web App,1252020074325696512,https://twitter.com/statuses/1252020074325696512
CNN #Coronavirus your question about self-praise at this time was spot on. His rudeness toward you was appalling.,2020-04-19 23:43:41,McLaurinWendy,Twitter for iPhone,1252020073734139905,https://twitter.com/statuses/1252020073734139905
"WH #coronavirus task force gives update on response and relief efforts as #US confirms 755,000 cases",2020-04-19 23:43:39,GoranShakhawan,Twitter for iPhone,1252020065345712128,https://twitter.com/statuses/1252020065345712128
Chinese analyst 'deplores' Foreign Minister @MarisePayne call for inquiry into #coronavirus origins and response... as joining a 'US crusade against China' -https://t.co/xTaqVMVD4H,2020-04-19 23:43:37,billbirtles,Twitter Web Client,1252020058345234432,https://twitter.com/statuses/1252020058345234432
"I don't personally know anyone in Australia who has had #Coronavirus. However, recently I've started hearing that  musicians I know in the USA, or their students, have had it.

Grateful to be here in Australia where the pandemic has been managed responsibly (overall) by our govt.",2020-04-19 23:43:37,DrKarenLonsdale,Twitter Web App,1252020057816719360,https://twitter.com/statuses/1252020057816719360
"Watching this gobshite attacking reporters at his #coronavirus presser I just wish one journalist would say ""I know I'll be banned for this but..."" and then give that useless, lying, self serving, corrupt piece of shit an absolute mouthful of home truths before walking out.",2020-04-19 23:43:36,DawkinsDog,Twitter for Android,1252020051957428224,https://twitter.com/statuses/1252020051957428224
"That’s me at the end of the video speaking about how our (@RefuseFascism) protest, which is in the interest of humanity is in direct opposition to the anti-science, racist mobs calling Covid a hoax and threatening with assault rifles to re-open the state. #OutNow #coronavirus https://t.co/fblfctxgei",2020-04-19 23:43:35,Sabel_Boo,Twitter for iPhone,1252020049730326529,https://twitter.com/statuses/1252020049730326529
"Judy Murray: A bowed head, a small moment of silence. Old ways are a new way of sharing our grief https://t.co/9uknvYiW7n #coronavirus #covid19",2020-04-19 23:43:32,corona_scotnews,dlvr.it,1252020033800159232,https://twitter.com/statuses/1252020033800159232
Who is the cnn reporter who is asking the tough questions? He is my hero! #coronavirus #WhiteHousePressBriefing,2020-04-19 23:43:28,bhoward72,Twitter for iPhone,1252020018637914112,https://twitter.com/statuses/1252020018637914112
"#China 'cornered' the personal protective equipment market and 'is profiteering' during #coronavirus outbreak.  

https://t.co/zpDLmELGPr",2020-04-19 23:43:26,mktplaceworld,Hootsuite Inc.,1252020009393549314,https://twitter.com/statuses/1252020009393549314
gavinnewsom #Coronavirus,2020-04-19 23:43:22,skyoneup,Twitter for iPhone,1252019994214281216,https://twitter.com/statuses/1252019994214281216
@fitz_dragon Glad you're doing better after having #coronavirus,2020-04-19 23:43:21,sailormoonbrock,Twitter for Android,1252019987289526273,https://twitter.com/statuses/1252019987289526273
I love this #coronavirus 👏🏾👏🏾👏🏾👏🏾 to that reporter from CNN,2020-04-19 23:43:20,UziEyeRolls,Twitter for iPhone,1252019986161381376,https://twitter.com/statuses/1252019986161381376
"Sorry, Donnie. Fuck you. We already praise the men and women who are doing essential work. We all know you’re the stupid Fuck up.  #TrumpPressConf #coronavirus",2020-04-19 23:43:15,jungmark98,Twitter for iPhone,1252019964317437952,https://twitter.com/statuses/1252019964317437952
Only ONE #coronaVirus has come down overnight in Victoria. Our curve is FLAT- time to start getting our state functioning again.. Dodgy is Socialist Premier-controlled by China (sold all our roadworks out to them) but hopefully citizen pressures will force him 2 open up  #FreeVic,2020-04-19 23:43:15,xyzcuriosa,Twitter for iPhone,1252019962928967680,https://twitter.com/statuses/1252019962928967680
